Code,Type,Source,GroupOperID,RowGUID,OwnerID,OperationID
"v3021_m","validation","user_defined",,"{98021DC7-B713-41E9-8B18B04707608085}",1012,1085
"v3078_m","validation","user_defined",,"{4D9CDCC8-45C3-4873-B024DBD71E7BABFE}",1012,1086
"v3079_m","validation","user_defined",,"{5F7EA78A-566B-4683-9A4A1B5037F0ED0D}",1012,1087
"v3080_m","validation","user_defined",,"{2E081189-4998-4B0D-A75846BD3892506D}",1012,1088
"v3081_m","validation","user_defined",,"{2968B316-2865-4630-95AFC2F1EE37F9D1}",1012,1089
"v3082_m","validation","user_defined",,"{313CE69B-2A89-45A2-92CAAAA87DD79FBC}",1012,1090
"v3083_m","validation","user_defined",,"{9A8C5161-0D06-4163-B134989848702FC9}",1012,1091
"v3084_h","validation","hierarchy",,"{ACE9F156-4569-4049-A2B6C8772D931574}",1012,1092
"v3085_m","validation","user_defined",,"{773A4779-81EE-443C-BDB54CEFB2697F14}",1012,1093
"v3086_m","validation","user_defined",,"{B1F427FD-3D52-4393-950ADA4F0861306B}",1012,1094
"v3087_h","validation","hierarchy",,"{350AB269-FC63-4F74-BEEA5C54F9ADFDA7}",1012,1095
"v3088_m","validation","user_defined",,"{AF68D038-CA30-4729-BE03B637E804335E}",1012,1096
"v3089_m","validation","user_defined",,"{800606B2-9CF3-4B66-A38C6D92F956CBB0}",1012,1097
"v3090_m","validation","user_defined",,"{A8B87FE4-87C1-4FFF-B29E365EDA80B978}",1012,1098
"v3092_m","validation","user_defined",,"{AA96950E-FD0D-4344-80E35023FFC4B4E4}",1012,1099
"v3093_m","validation","user_defined",,"{81ECB153-8A20-43CA-8433210B1A52D40F}",1012,1100
"v3094_m","validation","user_defined",,"{03793F32-5713-4550-9A722D969268A38C}",1012,1101
"v3095_m","validation","user_defined",,"{F46ABA73-BEE2-488A-84CD1FE38CA9DFA9}",1012,1102
"v3096_m","validation","user_defined",,"{31384C71-6199-469B-B402D4418639766B}",1012,1103
"v3097_m","validation","user_defined",,"{EDF6CCE9-97B5-4461-AF608A7590D42ECE}",1012,1104
"v3101_m","validation","user_defined",,"{9CDECB81-2F77-4B70-A2935971176354BC}",1012,1105
"v3102_m","validation","user_defined",,"{76D2FCAD-8903-46DB-98EEAF8741B7FC82}",1012,1106
"v3103_m","validation","user_defined",,"{DD3B412C-2EE7-486C-A095BDCF9208B7A3}",1012,1107
"v3104_m","validation","user_defined",,"{83876736-7DDC-4F52-8C9E7CFCFC25796F}",1012,1108
"v3105_m","validation","user_defined",,"{225093FB-42C9-4A4F-A800D1F3C84D8DC7}",1012,1109
"v3106_m","validation","user_defined",,"{9F817C6B-C002-4299-82AD84509BC9355F}",1012,1110
"v3110_m","validation","user_defined",,"{062CAD85-E37A-47E0-899DEFCDA278531D}",1012,1111
"v3111_m","validation","user_defined",,"{A782C984-C199-4DC1-8DA313BBD13CB9D7}",1012,1112
"v3112_m","validation","user_defined",,"{3FBB32CE-14A3-4BC1-AC968113C52D9CDC}",1012,1113
"v3113_h","validation","hierarchy",,"{188FE533-74BD-4D83-8A0AEBBEFBEB15E4}",1012,1114
"v3114_h","validation","hierarchy",,"{FB07E5CD-D6DE-483B-AC425D3568F67E1A}",1012,1115
"v3115_m","validation","user_defined",,"{ACFAAB97-708A-4FE9-B9C76DB21A8B58BB}",1012,1116
"v3116_m","validation","user_defined",,"{F2CE28FE-7DC0-4295-A7182B3879BD9508}",1012,1117
"v3117_m","validation","user_defined",,"{324A5BE5-31EA-4227-A354558DFAE9DC45}",1012,1118
"v3118_m","validation","user_defined",,"{E19D9A8A-E71F-4A2E-8CE0F046A7376DAB}",1012,1119
"v3119_m","validation","user_defined",,"{BFD3FB7F-50B0-48F2-9939903D175CDE24}",1012,1120
"v3120_m","validation","user_defined",,"{ECF02A1D-EC35-4216-A9E3299CC0599372}",1012,1121
"v3121_h","validation","hierarchy",,"{731409EF-8B80-461F-A944B3441AA4ECE6}",1012,1122
"v3122_m","validation","user_defined",,"{FD03B789-EFD7-44AF-8C92D0633E9DEAEF}",1012,1123
"v3123_m","validation","user_defined",,"{E3BBABB2-24F5-4F9E-9FC9FD280BC82169}",1012,1124
"v3124_m","validation","user_defined",,"{6D7065B9-8F08-43E7-A660B572AAD482BF}",1012,1125
"v3125_m","validation","user_defined",,"{6B21E0D4-C79C-4ED3-9AE974C17B25B4C5}",1012,1126
"v3126_m","validation","user_defined",,"{DB397BE4-B51D-4BF6-95A40140E8207FF2}",1012,1127
"v3127_m","validation","user_defined",,"{12DEB3F9-CABF-490A-B70686FE8D3F8627}",1012,1128
"v3128_m","validation","user_defined",,"{36EBE372-2F9B-4FE4-B65C2160A6CA0268}",1012,1129
"v3129_m","validation","user_defined",,"{66FC7E92-29A2-423D-80EAB72514AA71E8}",1012,1130
"v3130_m","validation","user_defined",,"{595D2CA7-04B5-4723-B986096D9AA26FDC}",1012,1131
"v3131_m","validation","user_defined",,"{66387AC4-F752-4598-8D804FFB07DE6233}",1012,1132
"v3132_m","validation","user_defined",,"{177E2F08-6FB5-474C-A076F45D4DDC0E26}",1012,1133
"v3133_m","validation","user_defined",,"{1207EE33-52BC-431D-9747FB60C31E2B11}",1012,1134
"v3134_m","validation","user_defined",,"{DD57BBBC-1FD6-4E59-819250B0F1F696E6}",1012,1135
"v3135_m","validation","user_defined",,"{50A01875-78EA-4A98-9349A988CE05EC80}",1012,1136
"v3136_m","validation","user_defined",,"{1B139994-3164-4A5F-82DA5DE2FB534403}",1012,1137
"v3137_m","validation","user_defined",,"{07AC0823-2CF7-4206-A85E1298A0A6FE51}",1012,1138
"v3138_m","validation","user_defined",,"{BDEAFF4A-4769-487E-A3C8529C447EFA43}",1012,1139
"v3139_m","validation","user_defined",,"{DED6F43E-C419-4AB4-9A76E345CAEF5F27}",1012,1140
"v3141_m","validation","user_defined",,"{DC6B16DF-C022-47F7-8BAE4B2978AA1B4F}",1012,1141
"v3143_m","validation","user_defined",,"{36732836-A3F4-48F3-8D70649A6AD9E4A0}",1012,1142
"v3144_m","validation","user_defined",,"{0C0D0862-9DAC-4629-AA99F2B0210B1550}",1012,1143
"v3145_m","validation","user_defined",,"{F3310706-48DB-4246-A547BDDDB39BBFC6}",1012,1144
"v3149_h","validation","hierarchy",,"{6A1CE4E6-6669-4034-84C6F75DC0CC2583}",1012,1145
"v3150_m","validation","user_defined",,"{63E06726-3AC5-4CFC-A4AE64A9DED33F53}",1012,1146
"v3151_m","validation","user_defined",,"{82F792ED-1B23-4989-ABCB80F300F3D595}",1012,1147
"v3152_m","validation","user_defined",,"{24830789-431E-4479-BCD57540ED47F4F2}",1012,1148
"v3153_m","validation","user_defined",,"{68955890-0AB9-4B74-BE9A9F0CB9A3AB3B}",1012,1149
"v3154_m","validation","user_defined",,"{8865C465-B281-4A7A-8ED10DA262BC2085}",1012,1150
"v4002_c","validation","user_defined",,"{82B71781-C2F4-4FF8-A155BF76753D7606}",1012,1151
"v4003_c","validation","user_defined",,"{008596FE-780F-410C-98DC2648E66B1026}",1012,1152
"v4006_c","validation","user_defined",,"{F23EED4E-AE68-4C55-889035C8CF462BAF}",1012,1153
"v4100_c","validation","user_defined",,"{BA6359CB-F926-4C19-AE12B09FE8DADABD}",1012,1154
"v4101_c","validation","user_defined",,"{31C652D2-0A61-4717-971E5E3AAB4CF480}",1012,1155
"v4104_m","validation","user_defined",,"{52432E54-6671-4924-8112FD62EE7807A3}",1012,1156
"v4105_m","validation","user_defined",,"{6C0F4B96-5DF2-497F-960F630CD237AA0A}",1012,1157
"v4111_m","validation","user_defined",,"{E4757C8E-9A96-4967-A3AFC2EC9C93D653}",1012,1158
"v4112_m","validation","user_defined",,"{36BF7DC9-549D-433F-BC7F982CE1D86930}",1012,1159
"v4133_m","validation","user_defined",,"{0B3FD588-990A-4286-9E5B9205696DF616}",1012,1160
"v4134_m","validation","user_defined",,"{CF262E33-59D9-4911-9AA4D10AA76F4E2C}",1012,1161
"v4135_m","validation","user_defined",,"{888D1156-10B3-4F4B-8E04CAC8679887CF}",1012,1162
"v4136_m","validation","user_defined",,"{C8635111-0842-423A-BC0A6C21D83503D6}",1012,1163
"v4137_m","validation","user_defined",,"{C810FB84-EBD2-4D9B-8A5D1607BFD6C91F}",1012,1164
"v4138_m","validation","user_defined",,"{2AABF3AD-E234-4D18-BD52F23A1D8ACF8B}",1012,1165
"v4139_m","validation","user_defined",,"{67067D2F-5B7F-4CF2-AE351195768BCAF4}",1012,1166
"v4140_m","validation","user_defined",,"{5C713DA4-4179-4AEF-AD22A937136A15BB}",1012,1167
"v4158_m","validation","user_defined",,"{54BDACC4-37F7-4D29-94CD09DAE345B50A}",1012,1168
"v4159_m","validation","user_defined",,"{CABCB99A-DB36-4B5C-B3364FB257C6241C}",1012,1169
"v4160_m","validation","user_defined",,"{87E50C0D-4EA6-450C-B6705BDD5A0362B6}",1012,1170
"v0002_h","validation","hierarchy",,"{D9CB9FF2-F6C1-4CA6-AEC8B53C2BF29BBE}",1012,1171
"v0004_h","validation","hierarchy",,"{F55A3EB2-ADA1-47AC-98B67F8DAB877DB9}",1012,1172
"v0005_h","validation","hierarchy",,"{A716D02B-C0D9-41CA-BFED429B1F090AEE}",1012,1173
"v0006_h","validation","hierarchy",,"{E03AEB61-392A-405C-9BC2D9B3F014D72D}",1012,1174
"v0007_h","validation","hierarchy",,"{C5D2332D-F048-4979-A647FA4588084B7F}",1012,1175
"v0008_h","validation","hierarchy",,"{EBAC2DD4-51A2-42A9-B9FD00F3365403EE}",1012,1176
"v0010_h","validation","hierarchy",,"{7416F64B-D3EB-4417-858660DE0B268EA5}",1012,1177
"v0011_h","validation","hierarchy",,"{0A6C4D65-9605-4821-A74A7EEC762B6294}",1012,1178
"v0012_h","validation","hierarchy",,"{E671D3DB-0D59-424F-B40E27DF6BD19F3C}",1012,1179
"v0022_h","validation","hierarchy",,"{3E5C2138-9CD8-48F5-9DBB3404C80BC522}",1012,1180
"v0023_h","validation","hierarchy",,"{89AD0643-BF22-4D48-9A099F857ECF3564}",1012,1181
"v0050_h","validation","hierarchy",,"{B49466E6-D1B1-4926-A53CDF6308B7AEFB}",1012,1182
"v0052_h","validation","hierarchy",,"{EA517DF0-F075-4593-98A3E4C280EAD088}",1012,1183
"v0055_h","validation","hierarchy",,"{725CC2FA-375F-47C2-A52E412DE50AC250}",1012,1184
"v0057_h","validation","hierarchy",,"{F0D941FB-EA15-42B5-96097826D55A39CB}",1012,1185
"v0058_h","validation","hierarchy",,"{52625586-47AF-4DEA-B8B00471E94D08F9}",1012,1186
"v0059_m","validation","user_defined",,"{688C258B-8B23-455C-91DB33F0B05D67DE}",1012,1187
"v0108_h","validation","hierarchy",,"{CD6C392C-3F53-462A-81016B96C7CD1048}",1012,1188
"v0127_h","validation","hierarchy",,"{8BFEA068-C895-40B3-A1A3C1CB783380A5}",1012,1189
"v0128_h","validation","hierarchy",,"{CDB9AD07-A8A5-4594-8B82F56FCC02E134}",1012,1190
"v0136_h","validation","hierarchy",,"{395AC792-892B-495B-8E29C7C90A5E8121}",1012,1191
"v0138_h","validation","hierarchy",,"{23723532-36F3-4EBC-AB921677C9F94E98}",1012,1192
"v0141_h","validation","hierarchy",,"{4BB78D4E-6450-4CF4-B4F8E1DE2FDDECAB}",1012,1193
"v0143_h","validation","hierarchy",,"{70F1F743-6F88-42D8-A950121C4DB25FF1}",1012,1194
"v0144_h","validation","hierarchy",,"{FE3032E1-3BAB-41F1-A3C205F080973D82}",1012,1195
"v0145_m","validation","user_defined",,"{E9A34BCC-CE3D-4145-A5F9D49FCBEC640D}",1012,1196
"v0147_h","validation","hierarchy",,"{3789754D-79ED-4E7A-ABC399E08F2A99B0}",1012,1197
"v0148_h","validation","hierarchy",,"{72267AC6-8E7A-498C-85609293C740273B}",1012,1198
"v0149_h","validation","hierarchy",,"{57F10823-8D40-4477-ACA94AC7BA71229F}",1012,1199
"v0150_h","validation","hierarchy",,"{57E34447-B0A0-4AD4-A861774066297639}",1012,1200
"v1771_h","validation","hierarchy",,"{B01F3034-144B-4210-B4FA7F9013BE0208}",1012,1201
"v1906_h","validation","hierarchy",,"{0579FFB7-C98E-4046-A3357E8AAF91E51F}",1012,1202
"v1907_h","validation","hierarchy",,"{04926813-4DD2-4BCC-8F5DB5BF0276ACC5}",1012,1203
"v1926_h","validation","hierarchy",,"{7F5CA366-11C8-4297-A61AFE5784F0AA8C}",1012,1204
"v1927_h","validation","hierarchy",,"{9EBB762E-3480-436D-94B951B2DC88D0C8}",1012,1205
"v1928_h","validation","hierarchy",,"{12D43A27-ACF8-4AFA-B2E02E9CA51F01A3}",1012,1206
"v1933_h","validation","hierarchy",,"{7EABACB1-5930-4BA2-8B8790D99DE757EE}",1012,1207
"v1942_m","validation","user_defined",,"{D67D9D66-8A9C-4C18-9E42931438B47B34}",1012,1208
"v1943_m","validation","user_defined",,"{4489E413-4929-4C95-98F266AFD110B067}",1012,1209
"v1944_m","validation","user_defined",,"{5EB1F87E-6A1C-4A72-9DE41AED5B2936B4}",1012,1210
"v1945_m","validation","user_defined",,"{4830A6E8-AA31-40AA-A0F1FFE5F75AFB2D}",1012,1211
"v1946_m","validation","user_defined",,"{C3FB9B58-9CCE-4A52-B9B2ED250DF73848}",1012,1212
"v1947_m","validation","user_defined",,"{6D4DCEA4-188C-4E43-A28CE13629CD4C09}",1012,1213
"v1948_m","validation","user_defined",,"{05AE05A6-B625-4C97-934F375CAEEA96A4}",1012,1214
"v1949_h","validation","hierarchy",,"{E8B1435F-4329-47CE-B3A309331559CC01}",1012,1215
"v1950_m","validation","user_defined",,"{643A8F80-C2A1-4D96-AAC792476730212A}",1012,1216
"v1951_m","validation","user_defined",,"{6F67C422-9F41-4D11-9C5548538D4029C6}",1012,1217
"v1952_m","validation","user_defined",,"{DA0E6070-45F8-431B-85C82BB4D0ADBEDB}",1012,1218
"v1953_m","validation","user_defined",,"{1F72AB70-08C7-48C2-B1882B1DA1F1A7CF}",1012,1219
"v1954_m","validation","user_defined",,"{3AF46949-692B-4F18-83A05F05475BE9EE}",1012,1220
"v1955_m","validation","user_defined",,"{D76C5455-CE64-4127-B4C3091F3DDA7F24}",1012,1221
"v1957_m","validation","user_defined",,"{2E1641EC-087B-4414-98F4D648258F279F}",1012,1222
"v1958_m","validation","user_defined",,"{17FB1410-A255-474C-BF5E58A95D3A6811}",1012,1223
"v1965_h","validation","hierarchy",,"{894F0A8E-2F9E-4025-81709B44EAB40407}",1012,1224
"v1967_h","validation","hierarchy",,"{AFBE867C-C991-4C83-AD90E690182C5A34}",1012,1225
"v1968_h","validation","hierarchy",,"{71089B51-B95C-4B65-9C42045820FBF8B1}",1012,1226
"v1969_h","validation","hierarchy",,"{31EB2081-DD99-44AA-8DA134165C5C6EE2}",1012,1227
"v1971_h","validation","hierarchy",,"{6A66D4B6-6165-4090-9C444A4E66861A3C}",1012,1228
"v1974_h","validation","hierarchy",,"{4C60305D-0447-4BF1-9658C20C579FBA37}",1012,1229
"v1975_h","validation","hierarchy",,"{B8AE86B4-3105-40B3-B967F0E3A2A074F4}",1012,1230
"v1976_h","validation","hierarchy",,"{C7190C73-86A7-408F-ADC4FD14C96D111F}",1012,1231
"v1977_h","validation","hierarchy",,"{416108A9-5B62-464B-93175D4AA59D337B}",1012,1232
"v1978_h","validation","hierarchy",,"{C2499551-8B8A-40DD-93FDC70183238EA6}",1012,1233
"v1981_h","validation","hierarchy",,"{E9BF9B4C-1C83-46ED-9757F4E775A24FCC}",1012,1234
"v1982_h","validation","hierarchy",,"{9143405F-69DD-4E88-B26E8A9C5B95AADA}",1012,1235
"v1983_h","validation","hierarchy",,"{0D894BE4-6A75-417D-A96A08A7E7121891}",1012,1236
"v1984_h","validation","hierarchy",,"{9FC1BEFA-BD8B-4EA9-8CB2A9339F862C18}",1012,1237
"v1985_h","validation","hierarchy",,"{AEEE57D9-6D23-42DB-8A1B8CBDD82211D1}",1012,1238
"v1986_h","validation","hierarchy",,"{D644DD76-B3B9-45C6-9F1A52942BD8D00D}",1012,1239
"v1987_h","validation","hierarchy",,"{CE54A7B6-8874-41A6-8465512E345A728C}",1012,1240
"v1988_h","validation","hierarchy",,"{1E15F8EF-9B54-4FD2-81A01FD1CC376718}",1012,1241
